"","diff","lwr","upr","p adj"
"Ahistorical:C-zz370L:B",85.2221777348999,53.0953601557051,117.348995314095,1.27009514017118e-13
"Current:C-zz370L:B",86.4217229298999,54.2949053507051,118.548540509095,1.16351372980716e-13
"ssp245E:C-zz370L:B",75.9157536329,43.7889360537052,108.042571212095,3.45723449868274e-13
"ssp370E:C-zz370L:B",69.2869872869,37.1601697077052,101.413804866095,2.88434831574591e-11
"zz245L:C-zz370L:B",70.1852249219,38.0584073427052,102.312042501095,1.5194290270415e-11
"zz370L:C-zz370L:B",36.8651567015,4.73833912230518,68.9919742806948,0.00750571250767285
"Ahistorical:D-zz370L:B",93.0628841448999,60.9360665657051,125.189701724095,6.88338275267597e-14
"Current:D-zz370L:B",94.4791931588999,62.3523755797051,126.606010738095,5.24025267623074e-14
"ssp245E:D-zz370L:B",91.3032274919,59.1764099127052,123.430045071095,9.96980276113391e-14
"ssp370E:D-zz370L:B",88.9856309249,56.8588133457052,121.112448504095,1.14130926931466e-13
"zz245L:D-zz370L:B",90.0156738439,57.8888562647052,122.142491423095,9.70334923522387e-14
"zz370L:D-zz370L:B",79.5006523869,47.3738348077052,111.627469966095,1.40110145707695e-13
"Current:C-Ahistorical:C",1.19954519500004,-30.9272723841948,33.3263627741948,1
"ssp245E:C-Ahistorical:C",-9.30642410199991,-41.4332416811947,22.8203934771949,0.999993984322536
"ssp370E:C-Ahistorical:C",-15.9351904479999,-48.0620080271947,16.1916271311949,0.978198340275753
"zz245L:C-Ahistorical:C",-15.0369528129999,-47.1637703921947,17.0898647661949,0.989084205295004
"zz370L:C-Ahistorical:C",-48.3570210333999,-80.4838386125947,-16.2302034542051,2.23385774793528e-05
"Ahistorical:D-Ahistorical:C",7.84070641,-24.2861111691948,39.9675239891948,0.999999765519287
"Current:D-Ahistorical:C",9.257015424,-22.8698021551948,41.3838330031948,0.999994542357179
"ssp245E:D-Ahistorical:C",6.08104975700007,-26.0457678221947,38.2078673361949,0.999999998635437
"ssp370E:D-Ahistorical:C",3.76345319000011,-28.3633643891947,35.8902707691949,1
"zz245L:D-Ahistorical:C",4.79349610900007,-27.3333214701947,36.9203136881949,0.999999999991496
"zz370L:D-Ahistorical:C",-5.7215253479999,-37.8483429271947,26.4052922311949,0.99999999962012
"ssp245E:C-Current:C",-10.505969297,-42.6327868761948,21.6208482821949,0.999948481863991
"ssp370E:C-Current:C",-17.1347356429999,-49.2615532221947,14.9920819361949,0.952204725389656
"zz245L:C-Current:C",-16.2364980079999,-48.3633155871947,15.8903195711949,0.973068388717247
"zz370L:C-Current:C",-49.5565662283999,-81.6833838075947,-17.4297486492051,1.12413436610392e-05
"Ahistorical:D-Current:C",6.64116121499995,-25.4856563641949,38.7679787941948,0.999999991568252
